,id_participante,total_lances_participante,leiloes_participados,media_lances_porleilao,max_lances_leilao,mediana_lances_porleilao,std_lances_porleilao,qtde_mercadorias_participante,qtde_lance_artigos esportivos,qtde_lance_joias,qtde_lance_móveis,qtde_lance_equipamentos de escritório,qtde_lance_bens domésticos,qtde_lance_livros e música,qtde_lance_computadores,qtde_lance_peças de automóveis,qtde_lance_vestuário,total_dispositivos_participante,dispositivos_duplicados,max_lances_pordispositivo,media_lances_pordispositivo,mediana_lances_pordispositivo,std_lances_pordispositivo,max_dispositivos_porleilao,media_dispositivos_porleilao,mediana_dispositivo_porleilao,std_dispositivos_porleilao,max_dispositivos_porip,media_dispositivos_porip,mediana_dispositivo_porip,std_dispositivos_porip,max_dispositivos_porurl,media_dispositivos_porurl,mediana_dispositivo_porurl,std_dispositivos_porurl,total_ips_participante,ips_duplicados,max_ips_porleilao,media_ips_porleilao,mediana_ips_porleilao,std_ips_porleilao,max_lances_porip,media_lances_porip,mediana_lances_porip,std_lances_porip,max_ips_pordispositivo,media_ips_pordispositivo,mediana_ips_por_dispositivo,std_ips_pordispositivo,max_ips_porpais,media_ips_porpais,mediana_ips_por_pais,std_ips_porpais,max_ips_porurl,media_ips_porurl,mediana_ips_por_url,std_ips_porurl,total_paises_participante,paises_duplicados,max_pais_porleilao,media_pais_porleilao,mediana_paises_por_leilao,std_paises_porleilao,max_lances_porpais,media_lances_porpais,mediana_lances_porpais,std_lances_porpais,max_pais_pordispositivo,media_pais_pordispositivo,mediana_paises_por_dispositivo,std_paises_pordispositivo,max_pais_porurl,media_pais_porurl,mediana_paises_por_url,std_paises_porurl,paises_por_ip,max_pais_ip,media_pais_porip,mediana_paises_por_ip,std_paises_porip,total_urls_participante,urls_duplicados,max_urls_porleilao,media_urls_porleilao,mediana_urls_por_leilao,std_urls_porleilao,max_lances_porurl,media_lances_porurl,mediana_lances_porurl,std_lances_porurl,max_urls_pordispositivo,media_urls_pordispositivo,mediana_urls_por_dispositivo,std_urls_pordispositivo,max_urls_porpais,media_urls_porpais,mediana_urls_por_pais,std_urls_porpais,max_urls_porip,media_urls_porip,mediana_urls_por_ip,std_urls_porip,ratio_media_mediana_lances_porleilao,ratio_std_media_lances_porleilao,comb_media_mediana_lances_porleilao,ratio_max_media_lances_pordispositivo,diff_max_mediana_lances_pordispositivo,var_percentual_media_mediana_lances_porleilao,interacao_media_std_lances_pordispositivo,ratio_max_media_lances_porip,diff_max_mediana_lances_porip,var_percentual_media_mediana_lances_porip,interacao_media_std_lances_porip,ratio_max_media_lances_porurl,diff_max_mediana_lances_porurl,var_percentual_media_mediana_lances_porurl,interacao_media_std_lances_porurl,ratio_max_media_lances_porpais,diff_max_mediana_lances_porpais,var_percentual_media_mediana_lances_porpais,ratio_media_mediana_dispositivos_porleilao,ratio_std_media_dispositivos_porleilao,comb_media_mediana_dispositivos_porleilao,ratio_max_media_dispositivos_porip,diff_max_mediana_dispositivos_porip,var_percentual_media_mediana_dispositivos_porip,interacao_media_std_dispositivos_porip,ratio_max_media_dispositivos_porurl,diff_max_mediana_dispositivos_porurl,var_percentual_media_mediana_dispositivos_porurl,interacao_media_std_dispositivos_porurl,ratio_media_mediana_pais_porleilao,ratio_std_media_pais_porleilao,comb_media_mediana_pais_porleilao,ratio_max_media_pais_pordispositivo,diff_max_mediana_pais_pordispositivo,var_percentual_media_mediana_pais_pordispositivo,interacao_media_pais_pordispositivo,ratio_max_media_pais_porip,diff_max_mediana_pais_porip,var_percentual_media_mediana_pais_porip,interacao_media_std_pais_porip,ratio_max_media_pais_porurl,diff_max_mediana_pais_porurl,var_percentual_media_mediana_pais_porurl,interacao_media_std_pais_porurl,ratio_media_mediana_ips_porleilao,ratio_std_media_ips_porleilao,comb_media_mediana_ips_porleilao,ratio_max_media_ips_pordispositivo,diff_max_mediana_ips_pordispositivo,var_percentual_media_mediana_ips_pordispositivo,interacao_media_ips_pordispositivo,ratio_max_media_ips_porpais,diff_max_mediana_ips_porpais,var_percentual_media_mediana_ips_porpais,interacao_media_std_ips_porpais,ratio_max_media_ips_porurl,diff_max_mediana_ips_porurl,var_percentual_media_mediana_ips_porurl,interacao_media_std_ips_porurl,ratio_media_mediana_urls_porleilao,ratio_std_media_urls_porleilao,comb_media_mediana_urls_porleilao,ratio_max_media_urls_pordispositivo,diff_max_mediana_urls_pordispositivo,var_percentual_media_mediana_urls_pordispositivo,interacao_media_urls_pordispositivo,ratio_max_media_urls_porpais,diff_max_mediana_urls_porpais,var_percentual_media_mediana_urls_porpais,interacao_media_std_urls_porpais,ratio_max_media_urls_porip,diff_max_mediana_urls_porip,var_percentual_media_mediana_urls_porip,interacao_media_std_urls_porip,qtde_lances_pico,qtde_lances_fora_pico,porcentagem_lances_pico,porcentagem_lances_fora_pico,porcentagem_lances_quartil_1,porcentagem_lances_quartil_2,porcentagem_lances_quartil_3,porcentagem_lances_quartil_4,std_lances_por_quartil,media_diftempo_porusuario,mediana_difs_tempo_participante,std_difstempo_porlance,qtde_lances_simultaneos,tem_lance_simultaneo,entropia_ip,entropia_pais,entropia_dispositivo,entropia_url,entropia_pais_ip,entropia_dispositivo_ip,entropia_dispositivo_url,entropia_dispositivo_pais,entropia_url_pais
84,c17c63af831939f5e2fd12f65821db65umonm,324.0,17.0,43.45679012345679,74.0,48.0,23.610810132835155,1.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,323.0,107.0,46.46296296296296,28.0,43.11814646043837,15.0,46.46296296296296,3.0,40.23584307716017,1.0,1.0,1.0,0.0,21.0,17.91358024691358,21.0,6.769024458524554,180.0,284.0,50.0,31.23765432098765,35.0,15.67973259500545,3.0,1.9135802469135803,2.0,0.3911846794507372,59.0,25.54320987654321,14.0,23.81139854791825,162.0,148.22222222222223,162.0,42.35767745646795,157.0,131.58024691358025,157.0,55.68775697118931,2.0,324.0,1.0,1.0,1.0,0.0,293.0,267.9320987654321,293.0,77.0674409277403,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,14.0,320.0,3.0,2.228395061728395,2.0,0.5908216851803234,268.0,224.35802469135805,268.0,95.61445970531932,5.0,3.2376543209876543,3.0,1.6222798860412984,11.0,10.234567901234568,11.0,2.353204303137108,3.0,1.1419753086419753,1.0,0.3746155881654014,0.9053497942386832,0.5433169377158089,45.72839506172839,2.302909525707453,79.0,0.5520282186948854,2003.3968420229603,1.5677419354838709,1.0,-0.0432098765432098,0.7485632754921516,1.1945193418808122,0.0,-0.1628431914501566,20648.841194250417,1.0935606496947357,0.0,-0.085555976909788,15.487654320987652,0.8659766943669387,24.73148148148148,1.0,0.0,0.0,0.0,1.1722949689869058,0.0,-0.1469723691945914,121.25746283110034,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8925044091710759,0.5019497441736751,33.11882716049383,2.3098115031416144,45.0,0.8245149911816577,608.2195505634922,1.092953523238381,0.0,-0.0850480109739368,6278.3490807698045,1.1931882154250328,0.0,-0.1619092553275143,7327.408812332539,1.1141975308641976,0.2651332770061285,2.114197530864198,1.544327931363203,2.0,0.0792181069958847,5.252381482892969,1.074788902291918,0.0,-0.0695847362514029,24.084029225934103,2.6270270270270277,2.0,0.1419753086419752,0.4278017519172794,3.0,321.0,0.0092592592592592,0.9907407407407408,0.5030864197530864,0.3425925925925926,0.132716049382716,0.0216049382716049,115.3366305473231,34305197979.46749,2736842106.0,243668991978.32355,1.0,0.0,7.441641515203594,0.4551467807620575,3.6114440610281866,1.129380423127763,7.441641515203593,7.441641515203593,4.0788624999249095,3.6114440610281866,1.129380423127763
85,30c3c92cc9408f55cfa895ff8a505930a3yy1,10.0,2.0,8.2,9.0,9.0,2.4,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,6.0,4.2,6.0,2.227105745132009,3.0,4.2,3.0,1.523154621172782,1.0,1.0,1.0,0.0,4.0,4.0,4.0,0.0,10.0,0.0,9.0,8.2,9.0,2.4,1.0,1.0,1.0,0.0,6.0,4.2,6.0,2.227105745132009,9.0,8.2,9.0,2.4,10.0,10.0,10.0,0.0,2.0,9.0,1.0,1.0,1.0,0.0,9.0,8.2,9.0,2.4,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,0.0,10.0,10.0,10.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.911111111111111,0.2926829268292683,8.6,1.4285714285714286,0.0,0.3666666666666665,9.353844129554435,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.68,1.0975609756097562,0.0,-0.0888888888888889,1.4,0.3626558621839957,3.6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.911111111111111,0.2926829268292683,8.6,1.4285714285714286,0.0,-0.3,9.353844129554435,1.0975609756097562,0.0,-0.0888888888888889,19.68,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,0.2,0.8,0.2,0.3,0.2,0.3,3.22066430592022,1097181286549.5555,520052631578.0,1305637083327.2349,1.0,0.0,3.321928094887362,0.4689955935892811,1.570950594454669,0.0,3.321928094887362,3.321928094887362,1.570950594454669,1.570950594454669,0.4689955935892811
86,b1bc9ff2b98df742affda07c5977c7345dpm5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5175491695067657,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,b1bc9ff2b98df742affda07c5977c7345dpm5,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,1.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9161253813129044,56526315788.0,56526315788.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
88,226017dcd6506ce20886540ff734210d8hib1,20.0,9.0,6.6,11.0,11.0,4.872371086031934,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,3.0,1.5,1.0,0.7416198487095663,8.0,1.5,8.0,4.832183771339828,1.0,1.0,1.0,0.0,5.0,3.3,3.0,1.2688577540449522,20.0,0.0,11.0,6.6,11.0,4.872371086031934,1.0,1.0,1.0,0.0,3.0,1.5,1.0,0.7416198487095663,6.0,2.8,2.0,2.1354156504062622,6.0,3.8,3.5,1.661324772583615,12.0,12.0,7.0,4.3,7.0,2.98496231131986,6.0,2.8,2.0,2.1354156504062622,2.0,1.15,1.0,0.3570714214271425,4.0,2.8,3.0,0.9797958971132712,1.0,1.0,1.0,1.0,0.0,7.0,18.0,7.0,4.3,7.0,2.98496231131986,6.0,3.8,3.5,1.661324772583615,3.0,1.3,1.0,0.714142842854285,4.0,2.0,1.0,1.3416407864998738,1.0,1.0,1.0,0.0,0.6,0.7382380433381718,8.8,2.0,2.0,5.6,1.1124297730643495,1.0,0.0,0.0,0.0,1.5789473684210529,2.5,0.0857142857142856,5.979163821137534,2.142857142857143,4.0,0.3999999999999999,0.1875,3.2214558475598856,4.75,1.0,0.0,0.0,0.0,1.5151515151515151,2.0,0.0999999999999999,4.187230588348342,0.6142857142857142,0.6941772817022931,5.65,1.7391304347826089,1.0,0.1499999999999999,0.4106321346412138,1.0,0.0,0.0,0.0,1.4285714285714286,1.0,-0.0666666666666667,2.743428511917159,0.6,0.7382380433381718,8.8,2.0,2.0,0.5,1.1124297730643495,2.142857142857143,4.0,0.3999999999999999,5.979163821137534,1.5789473684210529,2.5,0.0857142857142856,6.3130341358177375,0.6142857142857142,0.6941772817022931,5.65,2.3076923076923075,2.0,0.3,0.9283856957105704,2.0,3.0,1.0,2.683281572999748,1.0,0.0,0.0,0.0,1.0,19.0,0.05,0.95,0.25,0.25,0.1,0.4,6.6771465248477,649296398891.8948,635315789474.0,611693552325.7227,1.0,0.0,4.321928094887363,3.246439344671016,3.884183719779189,2.5709505944546684,4.321928094887363,4.321928094887363,4.121928094887363,4.021928094887363,3.9219280948873623
89,226017dcd6506ce20886540ff734210d8hib1,20.0,6.0,10.2,14.0,14.0,5.81033561853358,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,8.0,4.2,2.0,3.124099870362662,5.0,4.2,5.0,1.876166303929372,1.0,1.0,1.0,0.0,4.0,3.2,4.0,1.16619037896906,11.0,12.0,6.0,4.5,6.0,2.29128784747792,8.0,4.0,2.0,3.286335345030997,2.0,1.2,1.0,0.4,2.0,1.15,1.0,0.3570714214271425,5.0,3.8,5.0,1.6,10.0,13.0,6.0,4.5,6.0,2.29128784747792,8.0,4.2,3.0,3.171750305430741,2.0,1.2,1.0,0.4,5.0,3.8,5.0,1.6,1.0,1.0,1.0,1.0,0.0,5.0,18.0,4.0,3.1,4.0,1.374772708486752,12.0,8.3,12.0,4.605431575867782,2.0,1.1,1.0,0.3,2.0,1.15,1.0,0.3570714214271425,1.0,1.0,1.0,0.0,0.7285714285714285,0.569640746915057,12.1,1.9047619047619049,6.0,4.1,13.121219455523182,2.0,6.0,1.0,13.145341380123988,1.4457831325301205,0.0,-0.3083333333333333,13.321351282809117,1.9047619047619049,5.0,0.4000000000000001,0.8400000000000001,0.4467062628403266,4.6,1.0,0.0,0.0,0.0,1.25,0.0,-0.1999999999999999,3.731809212700992,0.75,0.5091750772173156,5.25,1.6666666666666667,1.0,0.1999999999999999,0.48,1.0,0.0,0.0,0.0,1.3157894736842106,0.0,-0.24,6.08,0.75,0.5091750772173156,5.25,1.6666666666666667,1.0,0.1999999999999999,0.48,1.7391304347826089,1.0,0.1499999999999999,0.4106321346412138,1.3157894736842106,0.0,-0.24,6.08,0.775,0.443475067253791,3.55,1.818181818181818,1.0,0.1,0.33,1.7391304347826089,1.0,0.1499999999999999,0.4106321346412138,1.0,0.0,0.0,0.0,1.0,19.0,0.05,0.95,0.55,0.25,0.1,0.1,7.023163206744624,695864265927.8948,69526315790.0,1016112704061.2006,1.0,0.0,2.9219280948873627,2.784183719779189,2.7219280948873625,1.6709505944546683,2.9219280948873627,2.9219280948873627,2.821928094887362,2.9219280948873627,2.9219280948873627
90,11a38554244f3c14de043aaf52345c35jjqvo,286.0,26.0,145.66433566433565,203.0,203.0,89.68202913868967,1.0,0.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,0.0,96.0,232.0,32.0,9.93006993006993,5.0,10.196084775557456,82.0,9.93006993006993,82.0,60.80271776454078,13.0,2.157342657342657,1.0,2.8810446218958807,31.0,16.192307692307693,11.0,13.930951487959137,226.0,81.0,165.0,118.62937062937064,165.0,72.53855288636966,16.0,2.4545454545454546,1.0,3.537466346134163,28.0,9.181818181818182,5.0,9.079013195843412,221.0,217.1608391608392,221.0,28.780979137878024,110.0,52.86363636363637,14.0,52.98355998547947,5.0,283.0,1.0,1.0,1.0,0.0,281.0,276.1118881118881,281.0,36.64459908212368,2.0,1.1748251748251748,1.0,0.3798174996923152,2.0,1.4825174825174825,1.0,0.4996942681104852,1.0,1.0,1.0,1.0,0.0,87.0,225.0,70.0,50.60839160839161,70.0,30.33727310374349,132.0,63.19580419580419,16.0,63.79153754312171,9.0,3.0,2.0,2.4091898647046905,85.0,83.53846153846153,85.0,10.95685705456884,7.0,1.6853146853146854,1.0,1.5302067158658157,0.7175583037652002,0.6156759561609517,174.33216783216784,3.222535211267606,27.0,28.13286713286713,101.2478348342069,6.518518518518518,15.0,1.4545454545454546,8.682871940511127,2.0887462653535467,116.0,2.949737762237762,10118.00944166833,1.0177033735183871,0.0,-0.0173954159719284,0.1210984137813406,6.123090591781219,45.96503496503497,6.025931928687196,12.0,1.1573426573426575,6.215400460523632,1.9144893111638956,20.0,0.4720279720279721,225.57425293964604,1.0,0.0,1.0,1.7023809523809523,1.0,0.1748251748251748,0.446219160477685,1.0,0.0,0.0,0.0,1.349056603773585,1.0,0.4825174825174825,0.7408054883875724,0.7189658826022463,0.611472121124196,141.8146853146853,3.049504950495049,23.0,0.8363636363636363,83.36184843456223,1.017678881947575,0.0,-0.0173717685029901,6250.101581452197,2.0808254514187445,96.0,2.775974025974026,2800.903648323301,0.7229770229770229,0.599451437589515,60.3041958041958,3.0,7.0,0.5,7.227569594114072,1.0174953959484347,0.0,-0.0171945701357466,915.31898163552,4.153526970954356,6.0,0.6853146853146854,2.578879849815816,32.0,254.0,0.1118881118881118,0.8881118881118881,0.2167832167832167,0.1958041958041958,0.2902097902097902,0.2972027972027972,94.0300923074857,47397414589.10175,26894736842.0,70709355954.60081,1.0,0.0,7.5274656674056,0.160662259917969,5.711914137638207,4.176939851738189,7.5274656674056,8.04705783151094,6.615633487956864,5.770879248507368,4.224935386884157
91,14c69cd7fbc8300876f287520c493fc8xe2o6,72.0,37.0,4.055555555555555,12.0,2.0,3.84739770959573,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,47.0,7.0,2.9166666666666665,2.0,2.253084305765962,9.0,2.9166666666666665,2.0,2.799222775726889,10.0,3.7083333333333335,1.0,3.611084401610624,31.0,25.47222222222222,31.0,10.052600855033353,44.0,34.0,4.0,2.180555555555556,2.0,0.9764787772753362,11.0,4.25,1.0,4.054318685056714,7.0,2.5416666666666665,2.0,2.0202963204001096,39.0,36.52777777777778,39.0,9.05534253328176,33.0,27.38888888888889,33.0,10.261247968767892,3.0,71.0,1.0,1.0,1.0,0.0,67.0,62.583333333333336,67.0,16.170746907782448,2.0,1.125,1.0,0.3307189138830738,3.0,2.5277777777777777,3.0,0.849382491745592,1.0,1.0,1.0,1.0,0.0,5.0,69.0,2.0,1.3472222222222223,1.0,0.4760871250278503,55.0,44.77777777777778,55.0,18.54365886093188,3.0,1.1388888888888888,1.0,0.5084168116034201,5.0,4.722222222222222,5.0,1.0168336232068402,2.0,1.375,1.0,0.4841229182759271,2.0277777777777777,0.9486734078455226,3.0277777777777777,2.4,5.0,1.0277777777777777,6.57149589181739,2.588235294117647,10.0,3.25,17.230854411491034,1.228287841191067,0.0,-0.1858585858585858,1012.0192439787182,1.070572569906791,0.0,-0.0659203980099502,1.4583333333333333,0.959733523106362,2.458333333333333,2.696629213483146,9.0,2.708333333333333,13.391104655972727,1.21701199563795,0.0,-0.1783154121863799,256.06208289071066,1.0,0.0,1.0,1.7777777777777777,1.0,0.125,0.372058778118458,1.0,0.0,0.0,0.0,1.1868131868131868,0.0,-0.1574074074074074,2.1470501874680243,1.0902777777777777,0.4478119233364599,2.0902777777777777,2.7540983606557377,5.0,0.2708333333333332,5.134919814350279,1.067680608365019,0.0,-0.0633903133903133,330.7715397573754,1.204868154158215,0.0,-0.17003367003367,281.04418047792063,1.3472222222222223,0.3533842577526311,1.1736111111111112,2.6341463414634148,2.0,0.1388888888888888,0.5790302576594507,1.0588235294117647,0.0,-0.0555555555555555,4.801714331810079,1.4545454545454546,1.0,0.375,0.6656690126293998,10.0,62.0,0.1388888888888889,0.8611111111111112,0.2638888888888889,0.2361111111111111,0.2638888888888889,0.2361111111111111,23.496571428824083,187610822831.7465,103105263158.0,245426804512.1012,1.0,0.0,4.850627157351231,0.4139808936552185,5.02516966272606,1.0132895409886633,4.850627157351232,5.954511459715549,5.130859113759903,5.136861940225593,1.3991503014764417
92,14c69cd7fbc8300876f287520c493fc8xe2o6,81.0,38.0,6.283950617283951,18.0,3.0,6.590742793150297,1.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,60.0,12.0,4.209876543209877,4.0,3.4985571960301325,13.0,4.209876543209877,2.0,4.780313232883492,16.0,7.925925925925926,10.0,6.610462671799438,24.0,19.48148148148148,24.0,7.955293464197843,32.0,55.0,4.0,2.246913580246914,2.0,1.2123934515744117,28.0,12.728395061728396,13.0,11.786173470575347,9.0,2.962962962962963,2.0,2.6917544163861664,31.0,30.62962962962963,31.0,3.3126932999996885,25.0,19.901234567901238,25.0,8.790574270587008,2.0,80.0,1.0,1.0,1.0,0.0,80.0,79.0246913580247,80.0,8.72342568999918,1.0,1.0,1.0,0.0,2.0,1.7407407407407407,2.0,0.438228132081453,1.0,1.0,1.0,1.0,0.0,7.0,77.0,3.0,1.7407407407407407,2.0,0.7978021936495562,60.0,46.77777777777778,60.0,22.5048691576394,3.0,1.148148148148148,1.0,0.4743054990690999,7.0,6.925925925925926,7.0,0.6625386599999377,4.0,2.2962962962962963,2.0,1.2999947240580922,2.094650205761317,1.048821544686,4.641975308641976,2.850439882697948,8.0,0.5709876543209877,14.728493874645372,2.199806013579049,15.0,-0.0208926875593541,150.0190721995455,1.2826603325415675,0.0,-0.2203703703703703,689.3660227368489,1.0123418215903763,0.0,-0.0121913580246912,2.1049382716049383,1.135499624233322,3.1049382716049383,2.018691588785047,6.0,-0.2074074074074074,52.39403747278073,1.231939163498099,0.0,-0.1882716049382716,154.98090230252097,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.148936170212766,0.0,-0.1296296296296296,0.7628415632528998,1.123456790123457,0.5395817009754248,2.123456790123457,3.0375,7.0,0.4814814814814814,7.975568641144196,1.0120918984280531,0.0,-0.01194743130227,101.46656885554602,1.2562034739454095,0.0,-0.2039506172839506,174.94328054550934,0.8703703703703703,0.4583118984795323,1.8703703703703705,2.6129032258064515,2.0,0.1481481481481481,0.5445729804126702,1.0106951871657754,0.0,-0.0105820105820106,4.58869368222179,1.7419354838709675,2.0,0.1481481481481481,2.985173070059323,19.0,62.0,0.2345679012345679,0.7654320987654322,0.1604938271604938,0.1975308641975308,0.3333333333333333,0.3086419753086419,26.810488727980516,169197368421.05,61131578948.0,256454810928.84116,1.0,0.0,3.7631629145704624,0.0959704029958718,4.723876509186092,1.2717123229791272,3.7631629145704624,5.767448422926596,4.838013700517407,4.723876509186092,1.3622986911786636
93,429b876aa7e2d6741ddf322685363ccchue2v,10.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,4.6,5.0,1.2,9.0,2.0,1.0,1.0,1.0,0.0,2.0,1.2,1.0,0.4,4.0,2.5,2.5,1.5,8.0,7.3,8.0,2.1,8.0,7.3,8.0,2.1,2.0,9.0,1.0,1.0,1.0,0.0,9.0,8.2,9.0,2.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,9.0,1.0,1.0,1.0,0.0,9.0,8.2,9.0,2.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.6666666666666667,2.0,-0.6666666666666666,6.0,1.6666666666666667,1.0,0.1999999999999999,0.48,1.0975609756097562,0.0,-0.0888888888888889,19.68,1.0975609756097562,0.0,-0.0888888888888889,3.0,0.6666666666666666,2.0,1.0,0.0,0.0,0.0,1.0869565217391306,0.0,-0.08,5.52,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.6,1.5,0.0,3.75,1.095890410958904,0.0,-0.0875,15.33,1.095890410958904,0.0,-0.0875,15.33,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.2,0.6,0.2,0.0,3.572014237693589,755847953216.2222,653052631578.0,634468072452.0328,1.0,0.0,3.121928094887363,0.4689955935892811,2.1609640474436813,0.4689955935892811,3.121928094887363,3.121928094887363,2.1609640474436813,2.1609640474436813,0.4689955935892811
