,id_participante,resultado,total_lances_participante,leiloes_participados,media_lances_porleilao,max_lances_leilao,mediana_lances_porleilao,std_lances_porleilao,qtde_mercadorias_participante,qtde_lance_artigos esportivos,qtde_lance_joias,qtde_lance_móveis,qtde_lance_equipamentos de escritório,qtde_lance_bens domésticos,qtde_lance_livros e música,qtde_lance_computadores,qtde_lance_peças de automóveis,qtde_lance_vestuário,total_dispositivos_participante,dispositivos_duplicados,max_lances_pordispositivo,media_lances_pordispositivo,mediana_lances_pordispositivo,std_lances_pordispositivo,max_dispositivos_porleilao,media_dispositivos_porleilao,mediana_dispositivo_porleilao,std_dispositivos_porleilao,max_dispositivos_porip,media_dispositivos_porip,mediana_dispositivo_porip,std_dispositivos_porip,max_dispositivos_porurl,media_dispositivos_porurl,mediana_dispositivo_porurl,std_dispositivos_porurl,total_ips_participante,ips_duplicados,max_ips_porleilao,media_ips_porleilao,mediana_ips_porleilao,std_ips_porleilao,max_lances_porip,media_lances_porip,mediana_lances_porip,std_lances_porip,max_ips_pordispositivo,media_ips_pordispositivo,mediana_ips_por_dispositivo,std_ips_pordispositivo,max_ips_porpais,media_ips_porpais,mediana_ips_por_pais,std_ips_porpais,max_ips_porurl,media_ips_porurl,mediana_ips_por_url,std_ips_porurl,total_paises_participante,paises_duplicados,max_pais_porleilao,media_pais_porleilao,mediana_paises_por_leilao,std_paises_porleilao,max_lances_porpais,media_lances_porpais,mediana_lances_porpais,std_lances_porpais,max_pais_pordispositivo,media_pais_pordispositivo,mediana_paises_por_dispositivo,std_paises_pordispositivo,max_pais_porurl,media_pais_porurl,mediana_paises_por_url,std_paises_porurl,paises_por_ip,max_pais_ip,media_pais_porip,mediana_paises_por_ip,std_paises_porip,total_urls_participante,urls_duplicados,max_urls_porleilao,media_urls_porleilao,mediana_urls_por_leilao,std_urls_porleilao,max_lances_porurl,media_lances_porurl,mediana_lances_porurl,std_lances_porurl,max_urls_pordispositivo,media_urls_pordispositivo,mediana_urls_por_dispositivo,std_urls_pordispositivo,max_urls_porpais,media_urls_porpais,mediana_urls_por_pais,std_urls_porpais,max_urls_porip,media_urls_porip,mediana_urls_por_ip,std_urls_porip,ratio_media_mediana_lances_porleilao,ratio_std_media_lances_porleilao,comb_media_mediana_lances_porleilao,ratio_max_media_lances_pordispositivo,diff_max_mediana_lances_pordispositivo,var_percentual_media_mediana_lances_porleilao,interacao_media_std_lances_pordispositivo,ratio_max_media_lances_porip,diff_max_mediana_lances_porip,var_percentual_media_mediana_lances_porip,interacao_media_std_lances_porip,ratio_max_media_lances_porurl,diff_max_mediana_lances_porurl,var_percentual_media_mediana_lances_porurl,interacao_media_std_lances_porurl,ratio_max_media_lances_porpais,diff_max_mediana_lances_porpais,var_percentual_media_mediana_lances_porpais,ratio_media_mediana_dispositivos_porleilao,ratio_std_media_dispositivos_porleilao,comb_media_mediana_dispositivos_porleilao,ratio_max_media_dispositivos_porip,diff_max_mediana_dispositivos_porip,var_percentual_media_mediana_dispositivos_porip,interacao_media_std_dispositivos_porip,ratio_max_media_dispositivos_porurl,diff_max_mediana_dispositivos_porurl,var_percentual_media_mediana_dispositivos_porurl,interacao_media_std_dispositivos_porurl,ratio_media_mediana_pais_porleilao,ratio_std_media_pais_porleilao,comb_media_mediana_pais_porleilao,ratio_max_media_pais_pordispositivo,diff_max_mediana_pais_pordispositivo,var_percentual_media_mediana_pais_pordispositivo,interacao_media_pais_pordispositivo,ratio_max_media_pais_porip,diff_max_mediana_pais_porip,var_percentual_media_mediana_pais_porip,interacao_media_std_pais_porip,ratio_max_media_pais_porurl,diff_max_mediana_pais_porurl,var_percentual_media_mediana_pais_porurl,interacao_media_std_pais_porurl,ratio_media_mediana_ips_porleilao,ratio_std_media_ips_porleilao,comb_media_mediana_ips_porleilao,ratio_max_media_ips_pordispositivo,diff_max_mediana_ips_pordispositivo,var_percentual_media_mediana_ips_pordispositivo,interacao_media_ips_pordispositivo,ratio_max_media_ips_porpais,diff_max_mediana_ips_porpais,var_percentual_media_mediana_ips_porpais,interacao_media_std_ips_porpais,ratio_max_media_ips_porurl,diff_max_mediana_ips_porurl,var_percentual_media_mediana_ips_porurl,interacao_media_std_ips_porurl,ratio_media_mediana_urls_porleilao,ratio_std_media_urls_porleilao,comb_media_mediana_urls_porleilao,ratio_max_media_urls_pordispositivo,diff_max_mediana_urls_pordispositivo,var_percentual_media_mediana_urls_pordispositivo,interacao_media_urls_pordispositivo,ratio_max_media_urls_porpais,diff_max_mediana_urls_porpais,var_percentual_media_mediana_urls_porpais,interacao_media_std_urls_porpais,ratio_max_media_urls_porip,diff_max_mediana_urls_porip,var_percentual_media_mediana_urls_porip,interacao_media_std_urls_porip,qtde_lances_pico,qtde_lances_fora_pico,porcentagem_lances_pico,porcentagem_lances_fora_pico,porcentagem_lances_quartil_1,porcentagem_lances_quartil_2,porcentagem_lances_quartil_3,porcentagem_lances_quartil_4,std_lances_por_quartil,media_diftempo_porusuario,mediana_difs_tempo_participante,std_difstempo_porlance,qtde_lances_simultaneos,tem_lance_simultaneo,entropia_ip,entropia_pais,entropia_dispositivo,entropia_url,entropia_pais_ip,entropia_dispositivo_ip,entropia_dispositivo_url,entropia_dispositivo_pais,entropia_url_pais
419,aba1120a5b13cf72c1d52c0dac8aafc67nmoh,0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9161253813129044,1102210526316.0,1102210526316.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
420,3bc8edfa1995a99110b957ee98fb5c76nkl7t,0,624.0,146.0,14.717948717948715,41.0,13.0,12.131779031078196,1.0,0.0,0.0,0.0,0.0,624.0,0.0,0.0,0.0,0.0,163.0,542.0,48.0,16.82051282051282,8.5,17.83883949725458,28.0,16.82051282051282,7.0,10.90115132740505,6.0,1.4855769230769231,1.0,1.1861042352606928,43.0,10.610576923076923,1.0,16.639290185350095,448.0,269.0,33.0,12.92948717948718,11.0,10.42993238140137,9.0,2.121794871794872,1.0,1.796873883385869,42.0,13.397435897435898,6.0,14.456468469334592,92.0,50.29326923076923,63.0,31.08696784958869,103.0,22.971153846153847,1.0,40.74084529795272,46.0,608.0,9.0,2.094551282051282,1.0,2.074502363233761,125.0,72.90064102564102,79.0,46.45517276377479,11.0,3.689102564102564,3.0,2.7501998463036843,22.0,6.00801282051282,1.0,8.275016455160012,1.0,1.0,1.0,1.0,0.0,387.0,287.0,27.0,11.602564102564102,10.0,9.194779376600202,128.0,28.16025641025641,1.0,50.80032515478311,44.0,12.182692307692308,8.0,13.23948379707524,107.0,56.24519230769231,70.0,37.36688951484054,7.0,1.892628205128205,1.0,1.4696753575672308,1.1321499013806706,0.8242846380000866,13.858974358974358,2.8536585365853657,39.5,0.7315233785822021,300.05842846664115,4.241691842900302,8.0,1.1217948717948718,3.8125977910302735,4.545413157295698,127.0,27.16025641025641,3386.611873436082,1.7146625632007035,46.0,-0.0772070756247971,2.402930402930403,0.6480867405012148,11.91025641025641,4.038834951456311,5.0,0.4855769230769231,1.762049080267087,4.052560036248301,42.0,9.610576923076923,176.55246845705605,2.094551282051282,0.9904280601819948,1.547275641025641,2.981754995655951,8.0,0.2297008547008547,10.1457693047934,1.0,0.0,0.0,0.0,3.661776473726327,21.0,5.00801282051282,49.71640495255591,1.1754079254079253,0.8066779630632691,11.96474358974359,3.134928229665072,36.0,1.232905982905983,193.67960962121344,1.8292706242233052,29.0,-0.2016941391941391,1563.4652436276317,4.483884470489745,102.0,21.971153846153847,935.8642251616254,1.16025641025641,0.7924782225136086,10.801282051282053,3.611681136543015,36.0,0.5228365384615385,161.29255741244546,1.9023848192153177,37.0,-0.1964972527472527,2101.707886702497,3.6985605419136327,6.0,0.8926282051282051,2.781549034113621,70.0,554.0,0.1121794871794871,0.8878205128205128,0.2540192926045016,0.2315112540192926,0.2829581993569132,0.2315112540192926,203.75584982548364,21818788544.394863,10789473684.0,29350643481.41704,1.0,0.0,8.562912430648577,3.7840214840712902,6.23705905579477,7.337522530068062,8.562912430648577,8.875940484888154,8.702071551592228,7.324322577187595,8.429558123539875
423,7bb58b7875a093cbe7c5d487a825b730mjcw8,1,183.0,16.0,14.136612021857925,21.0,15.0,4.4252039559390655,1.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,2.0,182.0,182.0,181.01092896174865,182.0,13.34329780844262,2.0,181.01092896174865,1.0,179.98368038600415,2.0,1.1092896174863387,1.0,0.3120022387676546,2.0,1.0655737704918034,1.0,0.2475355552547787,2.0,183.0,1.0,1.0,1.0,0.0,163.0,147.37158469945356,163.0,44.61632014377461,2.0,1.994535519125683,2.0,0.0737198773947106,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,183.0,1.0,1.0,1.0,0.0,163.0,147.37158469945356,163.0,44.61632014377461,2.0,1.994535519125683,2.0,0.0737198773947106,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,183.0,2.0,1.2459016393442623,1.0,0.4306205093955311,171.0,160.5737704918033,171.0,39.35815328550981,2.0,1.994535519125683,2.0,0.0737198773947106,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.9424408014571948,0.3130314356153262,14.56830601092896,1.005464150943396,0.0,-0.9223263075722092,2415.282731719464,1.1060476843783602,0.0,-0.09587984846961,6575.177803046216,1.0649310872894333,0.0,-0.0609721023871152,6575.177803046216,1.1060476843783602,0.0,-0.09587984846961,181.01092896174865,0.9943249361702268,91.00546448087432,1.8029556650246308,1.0,0.1092896174863387,0.3461008440974529,1.8769230769230767,1.0,0.0655737704918033,0.2637673949436167,1.0,0.0,1.0,1.0027397260273974,0.0,-0.0027322404371584,0.1470369139293408,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0027397260273974,0.0,-0.0027322404371584,0.1470369139293408,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2459016393442623,0.3456296193832552,1.1229508196721312,1.0027397260273974,0.0,-0.0027322404371584,0.1470369139293408,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,183.0,0.0,1.0,0.0,0.0,0.0,0.1092896174863388,0.8907103825136612,79.01492666505932,1254482359.7362638,315789474.0,6562365517.153534,1.0,0.0,0.4977695047462671,0.4977695047462671,0.0489313983050112,0.3491843735073079,0.4977695047462671,0.5290697186387214,0.3763199046747593,0.5290697186387214,0.8388899580468028
424,25aca203223b4d9563f5b1a01aa3a21ftlgve,0,4.0,2.0,2.5,3.0,3.0,0.8660254037844386,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,2.5,3.0,0.8660254037844386,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.8333333333333334,0.3464101615137754,2.75,1.0,0.0,-0.375,0.0,1.0,0.0,0.0,0.0,1.2,0.0,-0.1666666666666666,0.0,1.0,0.0,0.0,4.0,0.75,2.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.75,0.25,1.5580293184477811,3859649122.6666665,2684210526.0,3432594117.1823483,1.0,0.0,0.0,0.0,0.0,0.8112781244591328,0.0,0.0,0.8112781244591328,0.0,0.8112781244591328
425,b0164d9a18a3cdf6082e96f9708040690qcqf,0,255.0,74.0,11.745098039215684,42.0,6.0,13.930701229841024,1.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,242.0,7.0,3.7450980392156863,4.0,1.375459099895868,34.0,3.7450980392156863,5.0,12.73097860435438,48.0,27.384313725490195,43.0,18.88814725911381,77.0,68.46666666666667,77.0,14.031821911063112,24.0,252.0,6.0,2.047058823529412,1.0,1.515197902194397,67.0,37.57254901960784,62.0,27.84638589167343,7.0,2.9647058823529413,3.0,1.172699839470787,8.0,3.407843137254902,1.0,2.844729777115191,23.0,22.36470588235294,23.0,1.6101179507898151,9.0,253.0,2.0,1.0784313725490196,1.0,0.2688492000157272,67.0,51.20392156862745,62.0,15.383132611240956,4.0,2.501960784313725,3.0,0.8348981847233151,8.0,7.972549019607843,8.0,0.4374966358963317,1.0,2.0,1.031372549019608,1.0,0.1743224374187676,3.0,254.0,3.0,1.7529411764705882,2.0,0.5438976767870057,184.0,151.98823529411766,184.0,51.71175634171244,2.0,1.6431372549019607,2.0,0.4790738213043279,3.0,2.145098039215686,2.0,0.3738059292483913,3.0,2.0274509803921568,2.0,0.2715810147949927,1.957516339869281,1.1860864152285346,8.872549019607842,1.869109947643979,3.0,1.9362745098039211,5.151229178041388,1.7832167832167831,5.0,-0.3939911448450348,1046.2596989338165,1.2106200170291816,0.0,-0.1739769820971866,787.6767157057772,1.308493528375584,5.0,-0.1741302972802024,0.7490196078431373,3.399371250377348,4.372549019607844,1.752828297293427,5.0,-0.363155494756042,517.2389502368303,1.124634858812074,0.0,-0.1108225108225108,960.7120735107876,1.0784313725490196,0.2492965309236743,1.0392156862745097,1.598746081504702,1.0,-0.1660130718954248,2.088882517072451,1.939163498098859,1.0,0.0313725490196079,0.1797913766319054,1.0034431874077718,0.0,-0.0034313725490195,3.487963375597029,2.047058823529412,0.7401828832558838,1.5235294117647058,2.361111111111111,4.0,-0.0117647058823529,3.476710112313392,2.3475258918296893,7.0,2.407843137254902,9.69439284828667,1.0284061020515518,0.0,-0.0276214833759591,36.00981440531105,0.8764705882352941,0.3102771981670838,1.876470588235294,1.2171837708830548,0.0,-0.1784313725490196,0.7871840436333858,1.3985374771480803,1.0,0.0725490196078431,0.8018503658779218,1.4796905222437138,1.0,0.0137254901960783,0.5506171947020048,21.0,234.0,0.0823529411764705,0.9176470588235294,0.2117647058823529,0.2352941176470588,0.392156862745098,0.1607843137254902,85.02324552669316,50768545379.19685,15657894736.0,112508284998.3534,1.0,0.0,3.502664964038027,2.4577810467504992,6.204015304648067,0.8830388835230227,3.5258027465081847,7.602043240712552,6.778018133234908,7.362750887737439,3.2622398936047685
426,4de2f22ca840fce9ac653e4aa06d9b0cnhudf,0,82.0,27.0,4.853658536585366,8.0,4.5,2.504249808408684,1.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,39.0,53.0,16.0,6.390243902439025,3.0,5.979142808212512,6.0,6.390243902439025,3.5,3.160348853852812,5.0,1.7073170731707317,1.0,1.3478782321607905,8.0,2.524390243902439,2.0,2.131217502469339,56.0,36.0,8.0,4.512195121951219,4.5,2.4105656781669924,11.0,2.975609756097561,1.0,3.331210904702993,10.0,3.8536585365853657,3.0,3.1972623625705245,49.0,44.3780487804878,49.0,14.057929143458454,9.0,2.7439024390243905,2.0,2.45352397439293,6.0,79.0,2.0,1.0731707317073171,1.0,0.260416542732471,74.0,66.97560975609755,74.0,21.365561307722555,2.0,1.0975609756097562,1.0,0.2967201234291814,3.0,1.329268292682927,1.0,0.663598432215258,1.0,1.0,1.0,1.0,0.0,45.0,53.0,8.0,4.243902439024391,4.5,2.172786092811716,9.0,3.1219512195121952,2.0,2.471250517363969,10.0,4.7560975609756095,3.0,3.989501391945554,42.0,38.09756097560975,42.0,11.871887018003212,6.0,2.1341463414634148,1.0,1.730375647373483,1.078590785907859,0.515950965551538,4.676829268292683,2.503816793893129,13.0,0.6178861788617885,38.20818087199216,3.69672131147541,10.0,1.975609756097561,9.912383667652808,2.8828125,7.0,0.5609756097560976,1430.971496366003,1.1048798252002914,0.0,-0.0949241924851681,1.825783972125436,0.4945584084273484,4.945121951219512,2.928571428571429,4.0,0.7073170731707317,2.301255518323301,3.1690821256038646,6.0,0.2621951219512195,5.380024670867722,1.0731707317073171,0.2426608693643479,1.0365853658536586,1.8222222222222224,1.0,0.0975609756097561,0.3256684281539796,1.0,0.0,0.0,0.0,2.256880733944954,2.0,0.3292682926829269,0.8821003550178431,1.002710027100271,0.534233474620793,4.5060975609756095,2.59493670886076,7.0,0.2845528455284552,12.321157397222995,1.1041494916185766,0.0,-0.0943255350920856,623.8634652810404,3.28,7.0,0.3719512195121952,6.732230417541577,0.943089430894309,0.5119783322142549,4.371951219512195,2.102564102564102,7.0,0.5853658536585366,18.97445783974105,1.1024327784891166,0.0,-0.0929152148664344,452.2899395639272,2.8114285714285714,5.0,1.1341463414634148,3.6928748571995063,10.0,72.0,0.1219512195121951,0.8780487804878049,0.2439024390243902,0.3536585365853658,0.1341463414634146,0.2682926829268293,27.1980451859306,165814165042.24692,87157894736.0,198120738342.07532,1.0,0.0,5.420861330140356,0.6715222904875258,4.508177120572417,5.128672053758227,5.420861330140356,5.848107644730069,6.037251242343811,4.605738096182175,5.334499377643319
427,90fd7b3c991701dee376daeb09a0a5b7kawse,0,8.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,5.0,6.0,1.7320508075688772,1.0,5.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,7.0,1.0,1.0,1.0,0.0,3.0,2.25,2.0,0.6614378277661477,3.0,2.5,3.0,0.8660254037844386,3.0,2.5,3.0,0.8660254037844386,1.0,1.0,1.0,0.0,2.0,8.0,1.0,1.0,1.0,0.0,6.0,5.0,6.0,1.7320508075688772,2.0,1.75,2.0,0.4330127018922193,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,7.0,1.0,1.0,1.0,0.0,3.0,2.25,2.0,0.6614378277661477,3.0,2.5,3.0,0.8660254037844386,3.0,2.5,3.0,0.8660254037844386,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.2,0.0,-0.8333333333333334,8.660254037844386,1.3333333333333333,1.0,0.125,1.4882351124738322,1.3333333333333333,1.0,0.125,8.660254037844386,1.2,0.0,-0.1666666666666666,5.0,0.8,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.1428571428571428,0.0,-0.125,0.7577722283113838,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.2,0.0,-0.1666666666666666,2.1650635094610964,1.2,0.0,-0.1666666666666666,2.1650635094610964,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.2,0.0,-0.1666666666666666,2.1650635094610964,1.2,0.0,-0.1666666666666666,2.1650635094610964,1.0,0.0,0.0,0.0,2.0,6.0,0.25,0.75,0.625,0.125,0.0,0.25,2.911453674713029,1838082706766.8567,52631578.0,2981153172933.512,3.0,1.0,1.9056390622295665,0.8112781244591328,0.8112781244591328,1.9056390622295665,1.9056390622295665,1.9056390622295665,1.9056390622295665,1.5,1.9056390622295665
428,90fd7b3c991701dee376daeb09a0a5b7kawse,0,7.0,6.0,1.2857142857142858,2.0,1.0,0.4517539514526256,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,3.0,2.4285714285714284,2.0,0.4948716593053935,1.0,2.4285714285714284,1.0,1.4285714285714284,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,6.0,1.0,1.0,1.0,0.0,2.0,1.8571428571428568,2.0,0.3499271061118826,2.0,1.4285714285714286,1.0,0.4948716593053935,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,1.0,1.0,1.0,0.0,4.0,3.571428571428572,4.0,0.4948716593053935,2.0,1.4285714285714286,1.0,0.4948716593053935,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,6.0,1.0,1.0,1.0,0.0,2.0,1.8571428571428568,2.0,0.3499271061118826,2.0,1.4285714285714286,1.0,0.4948716593053935,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.2857142857142858,0.3513641844631532,1.1428571428571428,1.2352941176470589,1.0,-0.3571428571428571,1.201831172598813,1.0769230769230769,0.0,-0.0714285714285714,0.6498646256363534,1.0769230769230769,0.0,-0.0714285714285714,1.7673987832335485,1.12,0.0,-0.1071428571428571,2.4285714285714284,0.5882352941176471,1.7142857142857142,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.4,1.0,0.4285714285714286,0.7069595132934193,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.4,1.0,0.4285714285714286,0.7069595132934193,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.4,1.0,0.4285714285714286,0.7069595132934193,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.5714285714285714,0.4285714285714286,0.1428571428571428,0.5714285714285714,0.0,0.2857142857142857,2.486626034992169,1800359649122.6667,1165763157895.0,1912392198765.0144,1.0,0.0,1.950212064914747,0.9852281360342516,1.556656707462823,1.950212064914747,1.950212064914747,1.950212064914747,1.950212064914747,1.950212064914747,1.950212064914747
429,29cc13d48af9832e0eb481c8a095fec7mom74,0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.6666666666666667,2.0,0.4714045207910317,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.6666666666666666,0.0,1.2,0.0,-0.1666666666666666,0.7856742013183862,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.3562026818605375,92684210527.0,92684210527.0,88052631579.0,1.0,0.0,0.9182958340544894,0.0,0.0,0.0,0.9182958340544894,0.9182958340544894,0.0,0.0,0.0
431,81392b54fee8e50ec74efb27cf0de8e32fdm5,0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.3333333333333333,0.6666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0974356834753822,6490842105263.0,6490842105263.0,3191631578947.0,1.0,0.0,1.584962500721156,0.0,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156
